Date,Ticker,Open Price,Close Price,High Price,Low Price,Volume Traded,Market Cap,PE Ratio,Dividend Yield,EPS,52 Week High,52 Week Low,Sector
03-04-2025,HJH,42.96,42.94,46.14,39.25,10569478,244058026.08,21.63,2.01,1.99,43.37,36.07,Utilities
03-04-2025,GII,211.47,210.35,215.41,209.74,9518791,1248065064.31,9.60,0.30,21.91,231.39,178.8,Financials
03-04-2025,IYT,186.36,188.44,189.66,186.27,741455,2094068611.29,16.87,2.06,11.17,207.28,158.29,Communication Services
04-04-2025,KAS,114.91,113.01,119.12,111.53,16253742,1186024099.47,23.64,1.12,4.78,131.09,107.36,Technology
04-04-2025,ABD,118.13,116.62,121.31,115.53,19203143,1710123385.46,30.25,1.12,3.86,136.45,113.12,Healthcare
04-04-2025,JCI,163.40,163.51,164.67,163.12,5905204,2289298211.27,31.89,2.06,5.13,189.67,145.52,Energy
04-04-2025,MBI,51.79,54.35,55.73,48.82,7530056,310352257.7,13.64,1.31,3.98,55.98,42.39,Industrials
04-04-2025,BDE,122.02,126.48,126.78,117.71,4457169,1445715618.49,34.05,1.30,3.71,146.72,93.6,Consumer Staples
04-04-2025,IOU,90.14,90.47,93.07,85.87,19688286,477807820.55,25.60,0.43,3.53,98.61,71.47,Materials
04-04-2025,KEL,199.63,201.47,201.99,196.97,9802257,2295893412.85,24.15,2.52,8.34,221.62,167.22,Real Estate
04-04-2025,HJH,28.59,28.28,28.81,24.27,4994765,392187365.42,10.65,2.18,2.66,33.09,26.58,Utilities
04-04-2025,GII,218.35,219.87,220.20,215.44,12153861,1855537419.26,16.01,0.03,13.73,255.05,184.69,Financials
04-04-2025,IYT,195.86,194.87,198.40,193.75,16843371,1033139171.2,34.19,1.50,5.7,229.95,194.87,Communication Services
05-04-2025,KAS,127.16,126.61,128.47,124.91,15099184,1200773600.13,18.75,0.20,6.75,149.4,120.28,Technology
05-04-2025,ABD,121.47,125.67,125.69,120.29,13670496,1852616317.06,8.54,0.53,14.72,134.47,99.28,Healthcare
05-04-2025,JCI,174.38,175.62,177.33,172.07,5738810,2377834289.05,24.56,0.88,7.15,179.13,144.01,Energy
05-04-2025,MBI,56.50,59.84,61.47,55.13,2034007,817824499.66,10.77,0.49,5.56,65.82,55.05,Industrials
05-04-2025,BDE,128.61,128.30,131.90,125.99,13085564,1511564906.59,19.22,0.14,6.68,146.26,94.94,Consumer Staples
05-04-2025,IOU,101.03,103.15,104.18,100.25,6025240,1083541412.75,25.60,0.58,4.03,114.5,88.71,Materials
05-04-2025,KEL,195.15,191.37,195.35,190.64,14990524,1389249978.42,11.57,2.64,16.54,223.9,164.58,Real Estate
05-04-2025,HJH,32.74,31.95,32.92,28.20,11140973,397929566.26,29.52,0.11,1.08,38.34,31.31,Utilities
05-04-2025,GII,212.99,211.57,213.02,209.60,8566776,1920176772.47,37.57,1.26,5.63,239.07,194.64,Financials
05-04-2025,IYT,188.26,188.85,191.89,184.73,13938535,1607384793.88,21.35,2.08,8.85,224.73,188.85,Communication Services
06-04-2025,KAS,128.38,126.01,131.16,123.76,14322206,878925865.28,32.46,2.14,3.88,146.17,97.03,Technology
06-04-2025,ABD,128.54,125.92,130.51,125.09,19327736,1458733529.81,18.14,0.79,6.94,147.33,112.07,Healthcare
06-04-2025,JCI,169.31,170.32,173.98,167.96,7414735,1183787043.3,15.57,2.62,10.94,200.98,165.21,Energy
06-04-2025,MBI,41.25,38.91,42.48,37.91,18238497,309194801.95,19.50,0.89,2,44.75,30.35,Industrials
06-04-2025,BDE,109.78,110.28,112.46,106.25,8344927,1089768727.2,26.21,0.16,4.21,115.79,103.66,Consumer Staples
06-04-2025,IOU,90.60,90.39,90.71,88.12,4282731,924712482.98,12.16,0.33,7.43,96.72,67.79,Materials
06-04-2025,KEL,208.40,210.50,212.10,207.01,12486885,1298861045.48,34.03,0.35,6.19,250.49,178.92,Real Estate
06-04-2025,HJH,46.41,44.44,47.05,43.76,16426447,414697474.94,22.97,2.43,1.93,47.55,32.44,Utilities
06-04-2025,GII,222.24,218.91,226.10,218.60,16283763,2509047486.05,16.06,2.80,13.63,247.37,170.75,Financials
06-04-2025,IYT,193.48,193.81,195.73,193.34,9043873,2407480124.56,38.89,1.09,4.98,232.57,156.99,Communication Services
07-04-2025,KAS,128.72,129.00,129.67,126.12,11909397,1665185724.1,37.06,0.47,3.48,141.9,116.1,Technology
07-04-2025,ABD,112.65,112.50,117.17,110.67,9620267,1200306321.35,31.00,2.40,3.63,127.12,92.25,Healthcare
07-04-2025,JCI,161.90,162.09,162.85,161.76,9437615,1371609499.69,11.21,0.41,14.46,175.06,121.57,Energy
07-04-2025,MBI,42.41,45.40,46.20,39.38,12875860,274937439.95,15.69,1.31,2.89,47.22,34.5,Industrials
07-04-2025,BDE,117.29,118.02,121.81,116.67,18957294,812009424.25,13.40,0.38,8.81,120.38,88.52,Consumer Staples
07-04-2025,IOU,90.00,91.59,93.22,85.18,7951131,1282443002.75,18.65,1.12,4.91,98,81.52,Materials
07-04-2025,KEL,204.18,204.20,204.24,204.15,12066118,2422722561.47,31.34,0.91,6.52,224.62,142.94,Real Estate
07-04-2025,HJH,35.49,39.59,39.96,34.87,6844836,298757108.09,8.81,0.10,4.49,45.92,38.8,Utilities
07-04-2025,GII,219.94,217.83,223.96,216.81,16607813,1364448893.65,10.88,0.39,20.02,222.19,182.98,Financials
07-04-2025,IYT,181.49,181.79,181.93,176.67,11234677,2515608252.36,27.22,1.92,6.68,185.43,154.52,Communication Services
08-04-2025,KAS,132.70,132.78,134.25,128.29,1925380,1529774395.17,25.91,2.17,5.12,147.39,108.88,Technology
08-04-2025,ABD,118.23,118.21,118.95,115.96,6882706,733169685.74,11.02,2.12,10.73,127.67,87.48,Healthcare
08-04-2025,JCI,164.60,164.34,168.78,163.50,515749,1329024067.77,15.77,2.72,10.42,165.98,146.26,Energy
08-04-2025,MBI,42.71,44.71,45.75,40.33,10339631,348807170.32,36.10,0.83,1.24,53.65,41.13,Industrials
08-04-2025,BDE,110.73,111.80,112.35,107.94,19468369,642809965.3,37.80,2.89,2.96,121.86,91.68,Consumer Staples
08-04-2025,IOU,105.19,101.77,106.40,101.04,10142112,993138198.23,15.89,2.33,6.4,119.07,94.65,Materials
08-04-2025,KEL,209.55,209.56,211.24,208.90,18952226,2808939058.1,9.52,2.01,22.01,249.38,152.98,Real Estate
08-04-2025,HJH,42.89,43.27,47.11,42.60,6133246,262023490.6,36.29,0.75,1.19,51.06,41.97,Utilities
08-04-2025,GII,213.25,213.20,217.82,213.16,14788125,2906045031.88,19.28,0.27,11.06,234.52,208.94,Financials
08-04-2025,IYT,188.47,190.99,191.62,186.75,11065821,1546319033.34,24.03,2.18,7.95,196.72,160.43,Communication Services
09-04-2025,KAS,130.51,129.37,134.99,125.67,7848914,1424171109.09,24.31,1.21,5.32,135.84,104.79,Technology
09-04-2025,ABD,115.86,117.06,117.32,115.14,13469813,1621883642.56,28.74,0.50,4.07,133.45,83.11,Healthcare
09-04-2025,JCI,167.93,166.10,171.48,165.19,14853579,2073326313.32,35.32,0.96,4.7,186.03,156.13,Energy
09-04-2025,MBI,46.15,46.68,48.84,44.84,11140634,405218842.2,20.14,0.20,2.32,52.75,34.54,Industrials
09-04-2025,BDE,121.61,118.38,122.80,118.34,7787975,1316690088.71,34.85,1.15,3.4,137.32,110.09,Consumer Staples
09-04-2025,IOU,99.98,100.55,102.24,95.20,8313845,742524542.79,30.58,0.08,3.29,108.59,98.54,Materials
09-04-2025,KEL,212.57,212.21,212.60,211.55,5926913,2994369406.4,37.31,2.39,5.69,218.58,157.04,Real Estate
09-04-2025,HJH,41.03,43.49,44.60,39.50,1410253,645868616.53,38.76,0.14,1.12,45.23,31.31,Utilities
09-04-2025,GII,227.70,230.39,232.40,223.08,17439067,3067191113.44,24.26,1.30,9.5,244.21,188.92,Financials
09-04-2025,IYT,188.76,188.52,189.97,188.36,13151150,1088490077.86,24.41,0.89,7.72,201.72,173.44,Communication Services
10-04-2025,KAS,114.59,113.75,115.13,112.55,3815280,1086808190.17,31.75,1.71,3.58,122.85,94.41,Technology
10-04-2025,ABD,129.69,126.72,129.77,125.14,13328805,1821702882.67,9.39,2.28,13.5,131.79,116.58,Healthcare
10-04-2025,JCI,172.15,171.35,173.44,170.93,17938763,2018698107.14,20.65,2.64,8.3,179.92,147.36,Energy
10-04-2025,MBI,42.56,43.56,44.43,39.36,16328056,307707138.58,30.74,1.54,1.42,44,31.36,Industrials
10-04-2025,BDE,118.20,120.75,121.67,117.73,1228137,1128132154.91,12.78,0.69,9.45,131.62,100.22,Consumer Staples
10-04-2025,IOU,99.76,98.28,101.08,97.98,10069494,806320778.07,37.89,0.59,2.59,114,76.66,Materials
10-04-2025,KEL,210.63,209.23,215.48,206.49,9609775,1491939735.56,12.69,0.47,16.49,211.32,179.94,Real Estate
10-04-2025,HJH,46.43,45.42,49.73,45.19,4972452,416977811.27,17.42,0.91,2.61,51.78,40.88,Utilities
10-04-2025,GII,213.84,211.97,215.29,209.79,13172784,2483120939.11,32.37,0.38,6.55,218.33,184.41,Financials
10-04-2025,IYT,177.45,181.87,181.95,176.83,12741860,2468500233.14,36.06,2.26,5.04,207.33,169.14,Communication Services
11-04-2025,KAS,126.15,125.53,127.05,121.36,6940501,824564697.35,24.83,0.68,5.06,133.06,120.51,Technology
11-04-2025,ABD,117.70,118.33,118.52,116.26,17914586,1191816879.84,30.07,2.18,3.94,134.9,86.38,Healthcare
11-04-2025,JCI,164.16,159.90,166.76,159.22,5986489,1486062931.46,18.99,1.12,8.42,179.09,151.91,Energy
11-04-2025,MBI,54.64,53.80,58.63,53.35,7533673,691959046.49,24.53,2.00,2.19,58.64,52.19,Industrials
11-04-2025,BDE,116.60,119.04,120.01,111.63,8633057,868470330.52,14.02,1.32,8.49,139.28,97.61,Consumer Staples
11-04-2025,IOU,89.44,91.52,94.02,85.07,17172469,1041671162.69,28.78,2.42,3.18,92.44,87.86,Materials
11-04-2025,KEL,193.39,193.18,195.19,192.76,13028210,1339359732.02,21.82,2.46,8.85,210.57,154.54,Real Estate
11-04-2025,HJH,40.63,40.96,42.12,39.90,18143693,223095145.93,30.84,2.82,1.33,42.6,32.36,Utilities
11-04-2025,GII,224.85,226.91,229.72,224.28,8891849,2045216667.7,22.09,0.59,10.27,235.99,176.99,Financials
11-04-2025,IYT,191.97,189.12,196.01,187.01,17005870,1950649089,29.32,0.85,6.45,211.81,187.23,Communication Services
12-04-2025,KAS,125.01,125.07,127.61,123.67,7418258,1483288244.54,38.88,0.09,3.22,142.58,117.57,Technology
12-04-2025,ABD,113.02,112.49,115.85,108.19,2828415,1390312773.07,22.52,2.47,5,114.74,109.12,Healthcare
12-04-2025,JCI,163.82,164.51,167.26,161.07,3815387,1609523834.38,15.14,2.68,10.87,194.12,125.03,Energy
12-04-2025,MBI,54.30,56.82,57.88,50.04,19892144,818257399.22,38.17,1.93,1.49,64.21,54.55,Industrials
12-04-2025,BDE,109.74,111.32,111.83,109.72,2592248,1537420312.1,27.41,2.02,4.06,131.36,89.06,Consumer Staples
12-04-2025,IOU,98.30,95.63,101.05,95.24,3335016,692667615.63,17.69,2.40,5.41,109.02,71.72,Materials
12-04-2025,KEL,196.38,197.58,200.44,195.76,19916413,2514144889.19,34.03,1.59,5.81,223.27,167.94,Real Estate
12-04-2025,HJH,33.79,33.76,36.58,32.35,7993078,191213041.45,35.60,1.41,0.95,36.12,30.72,Utilities
12-04-2025,GII,215.23,213.84,219.39,212.08,2134060,2523502445.18,36.40,2.91,5.87,250.19,156.1,Financials
12-04-2025,IYT,179.68,179.94,183.01,176.23,13696153,1354398971.77,14.04,0.39,12.82,190.74,149.35,Communication Services
13-04-2025,KAS,119.26,119.53,120.24,118.24,14555708,796943167.45,39.07,2.73,3.06,124.31,111.16,Technology
13-04-2025,ABD,111.39,111.04,114.20,109.12,12503689,935161143.67,10.55,1.66,10.53,119.92,87.72,Healthcare
13-04-2025,JCI,167.21,168.18,170.76,166.35,7630699,2121190121.78,18.26,2.14,9.21,190.04,127.82,Energy
13-04-2025,MBI,58.04,57.09,62.23,56.69,18277773,453485290.31,32.13,1.84,1.78,59.37,42.82,Industrials
13-04-2025,BDE,120.36,117.00,121.16,116.80,3269681,1287224263.18,33.00,0.72,3.55,139.23,84.24,Consumer Staples
13-04-2025,IOU,105.50,102.24,110.10,100.71,11010912,876981086.18,38.95,2.81,2.62,105.31,75.66,Materials
13-04-2025,KEL,207.24,207.87,209.35,205.17,14940264,2072880509.08,13.66,2.25,15.22,247.37,195.4,Real Estate
13-04-2025,HJH,27.72,27.79,30.53,26.08,12069683,203658399.99,8.09,0.57,3.44,28.9,24.73,Utilities
13-04-2025,GII,225.78,228.35,229.71,221.39,10758826,2363983961.21,18.33,2.87,12.46,258.04,187.25,Financials
13-04-2025,IYT,179.18,176.43,180.15,175.87,13755299,1871435178.37,29.63,2.29,5.95,190.54,171.14,Communication Services
14-04-2025,KAS,116.16,117.40,120.80,115.10,15402939,1272510633.6,9.99,2.22,11.75,118.57,89.22,Technology
14-04-2025,ABD,125.74,125.20,125.89,122.97,15769463,1240387073.74,19.15,0.63,6.54,142.73,93.9,Healthcare
14-04-2025,JCI,172.93,170.59,176.77,168.51,9038174,1947542617.1,10.80,1.11,15.8,192.77,151.83,Energy
14-04-2025,MBI,43.71,44.36,47.16,40.70,14522888,521136776.55,35.24,0.09,1.26,45.69,32.83,Industrials
14-04-2025,BDE,116.15,115.89,116.72,115.40,6710056,1501648813.22,25.67,0.66,4.51,139.07,112.41,Consumer Staples
14-04-2025,IOU,104.55,104.40,104.97,104.30,11788307,1369969417.15,24.77,0.17,4.21,111.71,74.12,Materials
14-04-2025,KEL,205.19,205.88,206.95,202.41,12665650,1908622601.82,37.38,1.33,5.51,214.12,195.59,Real Estate
14-04-2025,HJH,44.25,43.09,45.61,40.75,14806742,323033945.29,9.30,1.92,4.63,46.54,34.47,Utilities
14-04-2025,GII,219.53,220.19,224.36,217.77,13382260,2857510262.63,11.19,1.22,19.68,257.62,156.33,Financials
14-04-2025,IYT,183.96,182.76,185.10,181.78,17515638,1504636022.99,37.84,2.36,4.83,190.07,137.07,Communication Services
15-04-2025,KAS,121.37,122.29,123.23,120.75,1843406,1566466009.49,10.73,0.40,11.4,129.63,117.4,Technology
15-04-2025,ABD,118.38,119.34,123.08,113.86,17275092,1450079337.29,16.81,2.34,7.1,132.47,102.63,Healthcare
15-04-2025,JCI,165.42,163.80,167.04,163.48,9854244,2446963891.61,20.13,0.28,8.14,165.44,137.59,Energy
15-04-2025,MBI,44.23,43.15,46.23,42.18,994585,524083556.56,37.19,0.33,1.16,44.88,37.97,Industrials
15-04-2025,BDE,119.66,118.20,121.93,115.65,17044193,1757717439.05,13.10,0.26,9.02,122.93,104.02,Consumer Staples
15-04-2025,IOU,106.50,105.62,107.45,102.48,696158,610104018.38,35.11,1.40,3.01,119.35,102.45,Materials
15-04-2025,KEL,202.03,197.81,202.44,197.36,8603867,1633123566.99,33.01,0.49,5.99,219.57,158.25,Real Estate
15-04-2025,HJH,41.48,39.30,41.87,37.56,19011986,447630125.1,8.63,1.57,4.55,41.66,29.08,Utilities
15-04-2025,GII,215.61,216.03,219.63,211.61,11863428,2804435513.38,17.42,0.83,12.4,231.15,181.47,Financials
15-04-2025,IYT,184.99,183.14,186.27,183.04,19365748,1083646050.77,39.71,2.10,4.61,190.47,172.15,Communication Services
16-04-2025,KAS,114.01,114.45,117.73,113.13,12929595,1521476029.33,38.40,2.95,2.98,117.88,96.14,Technology
16-04-2025,ABD,116.58,116.09,119.39,112.51,11668768,1202145445.5,29.51,0.90,3.93,135.83,114.93,Healthcare
16-04-2025,JCI,173.98,175.11,178.90,172.98,6690685,1866530544.8,34.03,0.46,5.15,180.36,175.11,Energy
16-04-2025,MBI,52.00,53.57,54.72,47.86,3344102,456928601.93,35.09,1.19,1.53,63.75,41.78,Industrials
16-04-2025,BDE,122.63,122.83,126.87,121.38,9146678,1315009472.89,9.08,1.62,13.53,125.29,104.41,Consumer Staples
16-04-2025,IOU,103.07,100.23,103.95,99.93,13282534,1297135321.78,24.61,1.05,4.07,104.24,92.21,Materials
16-04-2025,KEL,205.79,205.34,209.01,204.58,908033,2075750445.03,34.78,2.66,5.9,240.25,149.9,Real Estate
16-04-2025,HJH,37.97,36.94,41.39,35.83,10657066,271249878.31,11.69,1.11,3.16,43.59,31.77,Utilities
16-04-2025,GII,219.79,219.36,224.29,217.44,13672168,2196641063.71,23.05,2.22,9.52,254.46,162.33,Financials
16-04-2025,IYT,186.61,185.18,187.56,181.81,10544791,2305052299.65,18.62,0.36,9.95,209.25,183.33,Communication Services
17-04-2025,KAS,127.24,127.64,128.64,124.50,14707972,1275779348.92,39.80,2.80,3.21,153.17,123.81,Technology
17-04-2025,ABD,118.84,119.11,121.84,117.97,10426979,1081752738.39,26.73,2.53,4.46,141.74,110.77,Healthcare
17-04-2025,JCI,166.06,165.49,168.39,163.91,18407043,2034723521.32,9.61,2.72,17.22,167.14,117.5,Energy
17-04-2025,MBI,51.25,49.82,53.19,47.62,8629259,701867186.08,39.94,0.45,1.25,50.32,35.37,Industrials
17-04-2025,BDE,117.80,115.16,121.91,114.36,10495731,777848691.23,33.97,0.01,3.39,128.98,101.34,Consumer Staples
17-04-2025,IOU,104.04,102.77,106.48,99.32,8762186,1238409005.2,18.88,0.43,5.44,114.07,98.66,Materials
17-04-2025,KEL,211.29,211.22,213.56,207.81,5091729,3011241131.01,26.14,2.14,8.08,242.9,156.3,Real Estate
17-04-2025,HJH,29.19,29.92,30.65,29.14,4284966,188385236.26,29.00,0.90,1.03,33.81,27.83,Utilities
17-04-2025,GII,224.10,222.90,226.22,222.46,6627944,2730890937.71,22.05,2.64,10.11,267.48,176.09,Financials
17-04-2025,IYT,177.35,176.28,178.10,175.53,6145176,2621272019.38,25.35,1.05,6.95,192.15,172.75,Communication Services
18-04-2025,KAS,117.78,117.62,117.88,114.87,13750990,1564999528.21,26.53,2.41,4.43,124.68,99.98,Technology
18-04-2025,ABD,119.10,118.26,121.39,115.76,2841075,1598004061.24,17.80,2.85,6.64,136,85.15,Healthcare
18-04-2025,JCI,176.50,177.69,180.87,175.21,2595842,1473192490.96,37.85,0.60,4.69,181.24,147.48,Energy
18-04-2025,MBI,43.90,40.17,45.37,40.01,6506049,553993202.8,11.50,1.98,3.49,42.58,36.15,Industrials
18-04-2025,BDE,119.42,119.47,119.55,118.87,2352600,1494692411.55,16.64,2.05,7.18,125.44,105.13,Consumer Staples
18-04-2025,IOU,102.00,104.92,105.29,101.74,8082373,956412674.94,13.91,2.07,7.54,114.36,75.54,Materials
18-04-2025,KEL,197.66,198.80,199.17,194.98,11109681,2981129451.19,24.11,2.93,8.25,218.68,168.98,Real Estate
18-04-2025,HJH,40.03,41.99,43.39,39.27,11962572,556583357.86,14.45,2.04,2.91,42.83,39.89,Utilities
18-04-2025,GII,213.85,212.03,217.17,209.92,3602794,2014588430.09,9.09,1.64,23.33,239.59,182.35,Financials
18-04-2025,IYT,193.83,194.41,197.56,189.02,1867758,1074492736.51,39.01,2.35,4.98,229.4,161.36,Communication Services
19-04-2025,KAS,125.94,126.29,127.25,125.63,5272224,1223354001.14,34.40,0.52,3.67,132.6,97.24,Technology
19-04-2025,ABD,121.54,123.03,123.13,120.79,10433523,1639044533.85,30.67,2.34,4.01,139.02,118.11,Healthcare
19-04-2025,JCI,173.41,176.15,177.11,172.10,16652524,1929705914.84,33.31,2.60,5.29,200.81,128.59,Energy
19-04-2025,MBI,42.83,41.95,45.17,41.86,15027777,405465812.02,24.44,0.00,1.72,44.05,35.66,Industrials
19-04-2025,BDE,128.48,129.65,131.13,128.20,13005193,822597905.65,19.87,2.94,6.52,134.84,101.13,Consumer Staples
19-04-2025,IOU,105.83,106.02,107.25,104.67,8784778,1187171291.15,35.84,0.54,2.96,113.44,74.21,Materials
19-04-2025,KEL,209.47,211.38,212.34,207.64,19819197,2132640309.55,23.03,2.27,9.18,243.09,209.27,Real Estate
19-04-2025,HJH,38.06,39.12,42.50,37.12,8140277,423039902.13,17.53,0.41,2.23,43.03,29.34,Utilities
19-04-2025,GII,219.40,219.63,222.61,216.95,18869221,2553096988.91,18.95,1.34,11.59,254.77,180.1,Financials
19-04-2025,IYT,181.34,181.12,183.75,179.20,15150335,2148366460.63,38.44,0.58,4.71,211.91,173.88,Communication Services
20-04-2025,KAS,122.72,124.68,125.70,122.09,1368922,1724647002.22,10.44,1.55,11.94,144.63,110.97,Technology
20-04-2025,ABD,112.63,111.54,115.17,111.05,8980295,757705839.46,26.99,1.94,4.13,130.5,103.73,Healthcare
20-04-2025,JCI,175.38,174.01,177.12,170.76,8349115,2441592625.76,23.98,0.22,7.26,189.67,146.17,Energy
20-04-2025,MBI,46.43,50.54,50.63,41.83,12886364,627717569.21,8.67,1.70,5.83,53.07,44.48,Industrials
20-04-2025,BDE,124.43,123.81,125.63,120.63,18291043,625417205.73,33.78,2.48,3.67,134.95,107.71,Consumer Staples
20-04-2025,IOU,102.31,102.92,103.42,100.57,1200925,528929338.35,9.16,1.80,11.24,104.98,95.72,Materials
20-04-2025,KEL,206.66,208.58,211.64,203.08,9060959,1730426252.77,8.00,0.56,26.07,237.78,200.24,Real Estate
20-04-2025,HJH,35.88,36.51,37.43,32.85,14709899,217761117.76,32.22,2.56,1.13,41.62,29.57,Utilities
20-04-2025,GII,218.54,218.83,220.19,216.07,5149501,2726362132.04,8.28,1.90,26.43,256.03,177.25,Financials
20-04-2025,IYT,180.22,176.50,184.56,176.38,2176357,2244876630.8,20.69,0.70,8.53,192.39,130.61,Communication Services
21-04-2025,KAS,129.52,126.34,131.68,126.09,5104369,1781988994.63,27.22,2.96,4.64,145.29,101.07,Technology
21-04-2025,ABD,127.33,129.34,131.11,122.76,13336977,1440389927.67,12.35,2.03,10.47,137.1,98.3,Healthcare
21-04-2025,JCI,160.67,159.17,165.62,158.61,8659407,1354111431.46,11.20,1.48,14.21,163.95,140.07,Energy
21-04-2025,MBI,48.05,49.93,52.28,45.81,17877537,255744629.81,29.47,2.02,1.69,51.93,44.44,Industrials
21-04-2025,BDE,114.23,113.83,115.85,110.43,3715533,1623499593.87,20.06,1.14,5.67,113.83,107,Consumer Staples
21-04-2025,IOU,96.67,97.07,99.14,93.56,9579826,931911916.77,10.50,1.87,9.24,97.07,89.3,Materials
21-04-2025,KEL,203.12,198.77,206.96,198.68,10496088,1889898160.72,13.23,0.40,15.02,210.7,194.79,Real Estate
21-04-2025,HJH,32.23,33.64,34.61,30.36,14298474,181787581.09,26.55,1.69,1.27,34.31,29.6,Utilities
21-04-2025,GII,218.21,218.62,219.24,214.84,18342135,2739807969.96,27.63,0.10,7.91,233.92,174.9,Financials
21-04-2025,IYT,196.58,195.22,198.10,195.11,17623900,1390053432.09,26.11,0.19,7.48,201.08,158.13,Communication Services
22-04-2025,KAS,115.83,113.18,116.21,111.41,10040043,698451328.48,13.69,2.85,8.27,124.5,101.86,Technology
22-04-2025,ABD,123.57,124.60,124.97,122.27,13842436,1024609828.73,12.82,0.88,9.72,138.31,97.19,Healthcare
22-04-2025,JCI,169.03,167.12,170.07,166.08,8647872,1578254973.86,36.23,0.38,4.61,188.85,120.33,Energy
22-04-2025,MBI,46.48,47.79,50.35,42.99,748746,288772405.98,15.72,1.28,3.04,48.27,36.32,Industrials
22-04-2025,BDE,125.66,126.75,127.63,123.11,1083854,1849324985.27,14.31,2.23,8.86,133.09,122.95,Consumer Staples
22-04-2025,IOU,101.75,105.41,106.30,101.47,9276036,1074151976.33,16.61,0.43,6.35,117.01,93.81,Materials
22-04-2025,KEL,205.39,206.43,208.88,202.08,14960690,1894848327.84,37.35,2.13,5.53,241.52,187.85,Real Estate
22-04-2025,HJH,29.24,25.22,31.90,24.46,8418949,368582211.22,28.22,2.82,0.89,27.24,23.71,Utilities
22-04-2025,GII,216.54,217.06,221.49,215.22,16255082,2777660566.58,23.89,1.58,9.09,234.42,156.28,Financials
22-04-2025,IYT,191.39,191.88,194.43,190.78,3379183,2098218813.14,31.31,1.69,6.13,209.15,159.26,Communication Services
23-04-2025,KAS,130.60,128.63,131.12,127.28,17591506,998268039.2,33.83,2.15,3.8,151.78,91.33,Technology
23-04-2025,ABD,122.96,119.32,123.64,119.06,3195512,1328798274.58,16.07,0.04,7.43,128.87,108.58,Healthcare
23-04-2025,JCI,162.41,161.62,163.98,158.09,4550304,1886522616.47,13.53,2.47,11.95,184.25,148.69,Energy
23-04-2025,MBI,49.65,50.40,52.19,48.78,9516622,530297154.64,17.29,0.15,2.91,59.47,42.34,Industrials
23-04-2025,BDE,126.12,128.54,130.46,124.28,15615203,1799291134.31,11.98,1.27,10.73,145.25,118.26,Consumer Staples
23-04-2025,IOU,98.75,99.70,102.03,96.80,2311476,1117738434.96,14.12,1.39,7.06,105.68,86.74,Materials
23-04-2025,KEL,201.37,199.78,203.09,197.55,18042682,1872043444.91,10.29,1.18,19.41,219.76,183.8,Real Estate
23-04-2025,HJH,34.59,38.01,38.21,32.14,3565673,348032846.48,18.57,1.79,2.05,42.19,32.31,Utilities
23-04-2025,GII,226.02,225.47,230.15,222.84,853594,1700299326.58,29.51,2.38,7.64,234.49,214.2,Financials
23-04-2025,IYT,184.96,186.75,188.88,183.42,12124524,1871483069.19,34.65,2.43,5.39,194.22,138.19,Communication Services
24-04-2025,KAS,120.36,120.64,122.32,119.28,12011462,755934841.73,27.78,2.34,4.34,129.08,85.65,Technology
24-04-2025,ABD,122.15,121.28,122.84,118.59,5647715,1504266182.64,17.37,1.10,6.98,126.13,101.88,Healthcare
24-04-2025,JCI,161.02,161.76,163.03,160.42,15978721,1734066443.49,28.08,0.32,5.76,190.88,156.91,Energy
24-04-2025,MBI,43.43,43.69,44.64,43.31,11962685,231611926.77,33.82,2.51,1.29,48.93,38.01,Industrials
24-04-2025,BDE,116.28,112.70,116.78,112.44,13586734,825518130.89,12.41,2.22,9.08,130.73,84.53,Consumer Staples
24-04-2025,IOU,105.46,108.16,110.40,104.00,17866018,671745519.56,11.86,2.20,9.12,126.55,106,Materials
24-04-2025,KEL,195.46,194.39,198.45,192.40,16259828,1153833423.55,20.04,0.98,9.7,196.33,145.79,Real Estate
24-04-2025,HJH,33.44,32.10,34.74,31.43,2623389,223105506.26,36.26,2.27,0.89,35.31,31.46,Utilities
24-04-2025,GII,210.28,211.09,211.75,207.98,3134281,2562644217.17,18.16,1.03,11.62,215.31,192.09,Financials
24-04-2025,IYT,188.99,188.20,192.61,185.73,9338491,1249821968.02,17.23,2.23,10.92,207.02,163.73,Communication Services
25-04-2025,KAS,123.06,122.98,127.39,121.33,19577404,1715371794.22,9.73,0.33,12.64,129.13,108.22,Technology
25-04-2025,ABD,124.35,124.15,124.68,123.87,16493535,1857608693.55,34.05,0.31,3.65,146.5,105.53,Healthcare
25-04-2025,JCI,177.02,175.82,177.42,173.82,15182895,1300032718.18,37.30,2.99,4.71,189.89,172.3,Energy
25-04-2025,MBI,43.52,43.77,44.49,43.14,7416324,579785812.1,24.77,2.74,1.77,49.46,34.14,Industrials
25-04-2025,BDE,123.94,124.80,125.02,121.25,2271355,1490055673.06,16.45,1.53,7.59,129.79,94.85,Consumer Staples
25-04-2025,IOU,90.62,90.38,92.15,89.81,11485501,1279224029.47,39.19,0.01,2.31,94.9,89.48,Materials
25-04-2025,KEL,198.27,196.43,198.77,195.63,7811959,2780543299.66,21.56,2.81,9.11,202.32,176.79,Real Estate
25-04-2025,HJH,38.00,38.24,38.98,33.28,11462795,314551804.28,19.58,0.57,1.95,41.68,35.95,Utilities
25-04-2025,GII,216.52,214.99,218.26,214.17,15668560,2447684249.77,38.47,1.02,5.59,227.89,180.59,Financials
